fiscal_year,fiscal_month,product_code,product_name,group_code,group_name,line_name,color,avg_unit_price,forecast_qty_base,forecast_revenue_base,forecast_qty_conservative,forecast_qty_optimistic,forecast_revenue_conservative,forecast_revenue_optimistic,calibration_factor,selected_forecast_model,forecast_selection_type
2026,4,1000300050080000,Xe đạp Thống Nhất MTB SPD 27.5 ( Ghi),SPORTBIKE_A,Xe thể thao nhôm,Xe MTB SPD 27.5,Ghi,1260000.0,1.08,1360800.0,0.8640000000000001,1.296,1088640.0000000002,1632960.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000217004008000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Ghi,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro,Ghi,2100462.0,0.63,1323291.06,0.504,0.756,1058632.848,1587949.272,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000114002000000,Xe đạp Thống Nhất TE 16-04,KIDBIKE_1,Xe trẻ em nhóm 1,Xe TE 16-04,Unknown,880000.0,1.32,1161600.0,1.056,1.584,929280.0,1393920.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,1010020010050000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Cam",SPORTBIKE_A,Xe thể thao nhôm,"Xe GRX AT 27,5_2.0",Cam,2100000.0,0.54,1134000.0,0.43200000000000005,0.648,907200.0000000001,1360800.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000303002020000,Xe đạp Thống Nhất MTB 20-03 Tem Xanh da trời,Unknown,Unknown,Unknown,Xanh Da Trời,1000000.0,0.99,990000.0,0.792,1.188,792000.0,1188000.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000231003022001,Xe đạp Thống Nhất M2601 Shimano Xanh (tem trắng),SPORTBIKE_S,Xe thể thao thép,Xe M2601 Shimano,Trắng,1740000.0,0.54,939600.0000000001,0.43200000000000005,0.648,751680.0000000001,1127520.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000231003005001,Xe đạp Thống Nhất M2601 Shimano Đen (tem cam),SPORTBIKE_S,Xe thể thao thép,Xe M2601 Shimano,Đen,1660000.0,0.54,896400.0000000001,0.43200000000000005,0.648,717120.0000000001,1075680.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000333002022000,Xe đạp Thống Nhất Super 26 xanh,SPORTBIKE_S,Xe thể thao thép,Xe Super 26,Xanh,1450000.0,0.54,783000.0,0.43200000000000005,0.648,626400.0000000001,939600.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000304002005000,Xe đạp Thống Nhất MTB 20-04 Tem cam,KIDBIKE_1,Xe trẻ em nhóm 1,Xe MTB 20-04,Cam,1150000.0,0.66,759000.0,0.528,0.792,607200.0,910800.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000217004005000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Cam,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro,Cam,1290000.0,0.54,696600.0,0.43200000000000005,0.648,557280.0000000001,835920.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000218004005000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Cam,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-27 2.0 Pro,Cam,1270000.0,0.54,685800.0,0.43200000000000005,0.648,548640.0000000001,822960.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000115002019001,Xe đạp Thống Nhất 16 Ben 10 màu vàng,KIDBIKE_1,Xe trẻ em nhóm 1,Xe TE 16 Ben 10 (IP - Bản quyền),Vàng,1293500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000122002002000,Xe đạp Thống Nhất Neo 20-02 Trắng,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Neo 20-02,Trắng,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000122002004000,Xe đạp Thống Nhất Neo 20-02 Đỏ tươi,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Neo 20-02,Đỏ Tươi,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000122002007000,Xe đạp Thống Nhất Neo 20-02 Coban,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Neo 20-02,Coban,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000123002002000,Xe đạp Thống Nhất Neo 20-03 Trắng,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Neo 20-03,Trắng,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000123002004000,Xe đạp Thống Nhất Neo 20-03 Đỏ tươi,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Neo 20-03,Đỏ Tươi,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000123002007000,Xe đạp Thống Nhất Neo 20-03 Coban,Unknown,Unknown,Unknown,Coban,1538888.8900000001,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000131002004000,Xe đạp Thống Nhất GN 06 20 Đỏ tươi,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 20,Đỏ Tươi,1123842.595,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000131002007000,Xe đạp Thống Nhất GN 06 20 Coban,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 20,Coban,1197685.19,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000217004008001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Ghi,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro Shimano,Ghi,2333500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000217004022001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Xanh,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro Shimano,Xanh,2333500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000218003001000,Xe đạp Thống Nhất GN 06-27 2.0 Đen,CITYBIKE_P,Xe phổ thông,Xe GN 06-27 2.0,Đen,1270000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000218003005000,Xe đạp Thống Nhất GN 06-27 2.0 Cam,CITYBIKE_P,Xe phổ thông,Xe GN 06-27 2.0,Cam,1270000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000218003008000,Xe đạp Thống Nhất GN 06-27 2.0 Ghi,CITYBIKE_P,Xe phổ thông,Xe GN 06-27 2.0,Ghi,1270000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000218004008001,Xe đạp Thống Nhất GN 06-27 2.0 Pro Shimano Ghi,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-27 2.0 Pro Shimano,Ghi,2398500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000218004009001,Xe đạp Thống Nhất GN 06-27 2.0 Pro BLACKPINK,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-27 2.0 Pro,Unknown,1350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000224002007000,Xe đạp Thống Nhất New 24 Coban,Unknown,Unknown,Unknown,Coban,1130000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000225002002001,Xe đạp Thống Nhất New 26 Trắng DA HP,CITYBIKE_P,Xe phổ thông,Xe New 26,Trắng,1805555.55,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000225002004001,Xe đạp Thống Nhất New 26 màu đỏ DA HP,CITYBIKE_P,Xe phổ thông,Xe New 26,Đỏ,1805555.55,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000225002007000,Xe đạp Thống Nhất New 26 Coban,Unknown,Unknown,Unknown,Coban,1917870.37,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000225002007001,Xe đạp Thống Nhất New 26 Xanh DA HP,CITYBIKE_P,Xe phổ thông,Xe New 26,Xanh,1805555.55,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000225002015001,Xe đạp Thống Nhất New 26 Café/nâu DA HP,CITYBIKE_P,Xe phổ thông,Xe New 26,Nâu,1805555.55,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000226002014000,Xe đạp Thống Nhất LD 24-01 Xanh Santorini,Unknown,Unknown,Unknown,Xanh Santorini,1996296.3,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000227002009000,Xe đạp Thống Nhất LD 24-02 Hồng,Unknown,Unknown,Unknown,Hồng,1846574.07,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000227002014000,Xe đạp Thống Nhất LD 24-02 Xanh Santorini,CITYBIKE_P,Xe phổ thông,Xe LD 24-02,Xanh Santorini,1846574.07,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000230002001000,Xe đạp Thống Nhất M 27-01 Đen,CITYBIKE_P,Xe phổ thông,Xe M 27-01,Đen,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000230002027000,Xe đạp Thống Nhất M 27-01 Xanh nước biển,CITYBIKE_P,Xe phổ thông,Xe M 27-01,Xanh Nước Biển,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000231003002000,Xe đạp Thống Nhất M2601 Trắng,SPORTBIKE_S,Xe thể thao thép,Xe M2601,Trắng,2844722.22,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000231003005000,Xe đạp Thống Nhất M2601 Đen Tem cam,SPORTBIKE_S,Xe thể thao thép,Xe M2601,Đen,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000231003022000,Xe đạp Thống Nhất M2601 Xanh dương,SPORTBIKE_S,Xe thể thao thép,Xe M2601,Xanh Dương,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000231003023000,Xe đạp Thống Nhất M2601 Đen Tem Xanh,SPORTBIKE_S,Xe thể thao thép,Xe M2601,Xanh,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000231003023001,Xe đạp Thống Nhất M2601 Shimano Đen (tem xanh),SPORTBIKE_S,Xe thể thao thép,Xe M2601 Shimano,Xanh,2658500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000303002003000,Xe đạp Thống Nhất MTB 20-03 Đỏ đun,Unknown,Unknown,Unknown,Đỏ Đun,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000303002004000,Xe đạp Thống Nhất MTB 20-03 Tem đỏ,Unknown,Unknown,Unknown,Đỏ,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000303002005000,Xe đạp Thống Nhất MTB 20-03 Tem cam,Unknown,Unknown,Unknown,Cam,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000303002019000,Xe đạp Thống Nhất MTB 20-03 Tem Vàng,Unknown,Unknown,Unknown,Vàng,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000304002004000,Xe đạp Thống Nhất MTB 20-04 Tem đỏ,KIDBIKE_1,Xe trẻ em nhóm 1,Xe MTB 20-04,Đỏ,1960648.15,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000304002019000,Xe đạp Thống Nhất MTB 20-04 Tem Vàng,KIDBIKE_1,Xe trẻ em nhóm 1,Xe MTB 20-04,Vàng,1753703.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000304002020000,Xe đạp Thống Nhất MTB 20-04 Tem Xanh da trời,KIDBIKE_1,Xe trẻ em nhóm 1,Xe MTB 20-04,Xanh Da Trời,1960648.15,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000305002001000,Xe đạp Thống Nhất MTB 20-05 Đen,KIDBIKE_1,Xe trẻ em nhóm 1,Xe MTB 20-05,Đen,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000305002022000,Xe đạp Thống Nhất MTB 20-05 Xanh dương,KIDBIKE_1,Xe trẻ em nhóm 1,Xe MTB 20-05,Xanh Dương,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000314002019000,Xe đạp Thống Nhất MTB 24-04 Tem vàng,SPORTBIKE_S,Xe thể thao thép,Xe MTB 24-04,Vàng,2488240.74,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000330002001000,Xe đạp Thống Nhất MTB 24-03 Đen,CITYBIKE_P,Xe phổ thông,Xe MTB 24-03,Đen,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000333002001000,Xe đạp Thống Nhất Super 26 đen,SPORTBIKE_S,Xe thể thao thép,Xe Super 26,Đen,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000333002001003,Xe đạp Thống Nhất Super 26 S đen DA HP,Unknown,Unknown,Unknown,Đen,2592592.6,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000333002008003,Xe đạp Thống Nhất Super 26 S ghi DA HP,Unknown,Unknown,Unknown,Ghi,2592592.6,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000333002022003,Xe đạp Thống Nhất Super 26 S xanh DA HP,Unknown,Unknown,Unknown,Xanh,2592592.6,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000401002022000,"Xe đạp Thống Nhất Nữ Lốp đỏ, Xanh dương",Unknown,Unknown,Unknown,Xanh Dương,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000407002019000,Xe đạp Thống Nhất nữ 0209 Base vàng cánh gián,Unknown,Unknown,Unknown,Vàng Cánh Gián,4240741.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000413002003000,Xe đạp Thống Nhất Highway 27.5 Đỏ đun,SPORTBIKE_S,Xe thể thao thép,Xe Highway 27.5,Đỏ Đun,1450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000413002018000,Xe đạp Thống Nhất Highway 27.5 Đen mờ,SPORTBIKE_S,Xe thể thao thép,Xe Highway 27.5,Đen Mờ,1450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000490002004000,Xe đạp đôi Thống Nhất 26 Đỏ tươi,CITYBIKE_P,Xe phổ thông,Xe đạp đôi 26,Đỏ Tươi,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000490002007000,Xe đạp đôi Thống Nhất 26 Coban,CITYBIKE_P,Xe phổ thông,Xe đạp đôi 26,Coban,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,000490002009000,Xe đạp đôi Thống Nhất 26 Hồng,CITYBIKE_P,Xe phổ thông,Xe đạp đôi 26,Hồng,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,100028005008000,Xe đạp Thống Nhất MTB Cyper 27.5 Ghi,SPORTBIKE_A,Xe thể thao nhôm,Xe MTB Cyber 27.5,Ghi,3003787.44,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,100028005020000,Xe đạp Thống Nhất MTB Cyper 27.5 Xanh,SPORTBIKE_A,Xe thể thao nhôm,Xe MTB Cyber 27.5,Xanh,4066666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,1000300050200000,Xe đạp Thống Nhất MTB SPD 27.5 (xanh da trời),SPORTBIKE_A,Xe thể thao nhôm,Xe MTB SPD 27.5,Xanh Da Trời,2150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,1000330010090000,"Xe đạp Thống Nhất The Powerpuff Girls 16"" Hồng",KIDBIKE_2,Xe trẻ em nhóm 2,Xe TE Powerpuff Girls 16 (IP - Bản quyền),Hồng,1422360.795,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,1000330010240000,"Xe đạp Thống Nhất The Powerpuff Girls 16"" Tím",KIDBIKE_2,Xe trẻ em nhóm 2,Xe TE Powerpuff Girls 16 (IP - Bản quyền),Tím,1231481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,1000340010240000,"Xe đạp Thống Nhất TE The Powerpuff Girls 12"" Tím",KIDBIKE_2,Xe trẻ em nhóm 2,Xe TE Powerpuff Girls 12 (IP - Bản quyền),Tím,1418796.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,4,1000350050220000,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Ghi",SPORTBIKE_A,Xe thể thao nhôm,Xe MTB Cyber 27.5 2024,Ghi,3003787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000225002023000,Xe đạp Thống Nhất New 26 Kem,CITYBIKE_P,Xe phổ thông,Xe New 26,Kem,1597262.1921875,1263.625,2018340437.6029296,1010.9000000000001,1516.35,1614672350.0823438,2422008525.1235156,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000230002023000,Xe đạp Thống Nhất LD 26 Kem,CITYBIKE_P,Xe phổ thông,Xe LD 26,Kem,1740337.818906606,852.1479999999999,1483025391.7056262,681.7184,1022.5775999999998,1186420313.364501,1779630470.0467515,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000224002023000,Xe đạp Thống Nhất New 24 Kem,CITYBIKE_P,Xe phổ thông,Xe New 24,Kem,1466116.6109090908,843.051,1236011074.94352,674.4408000000001,1011.6612,988808859.9548161,1483213289.932224,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,CITYBIKE_P,Xe phổ thông,Xe LD 24-01_2023,Kem,1626264.9767741936,739.541,1202689627.188564,591.6328000000001,887.4492,962151701.7508513,1443227552.6262767,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,CITYBIKE_P,Xe phổ thông,Xe New 26,Nâu,1592216.6708683474,687.687,1094946705.7394412,550.1496000000001,825.2244,875957364.5915531,1313936046.8873293,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000225002002000,Xe đạp Thống Nhất New 26 Trắng,CITYBIKE_P,Xe phổ thông,Xe New 26,Trắng,1675762.1794117647,639.8919999999999,1072306812.5081528,511.9136,767.8703999999999,857845450.0065223,1286768175.0097833,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,CITYBIKE_P,Xe phổ thông,Xe GN 06-26 2.0,Đen,1614963.2570579494,657.371,1061630011.2554412,525.8968,788.8452,849304009.004353,1273956013.5065296,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Puppy 20,Hồng,1277762.4387755103,754.7539999999999,964396311.7155714,603.8032,905.7047999999999,771517049.3724571,1157275574.0586855,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000230002013000,Xe đạp Thống Nhất LD 26 Pastel Xanh,Unknown,Unknown,Unknown,Xanh Pastel,1740989.9767441861,546.986,952297143.4193953,437.5888,656.3832,761837714.7355163,1142756572.1032743,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000230002009000,Xe đạp Thống Nhất LD 26 Pastel Hồng,Unknown,Unknown,Unknown,Hồng Pastel,1740329.6946564885,496.705,864430460.984351,397.36400000000003,596.0459999999999,691544368.787481,1037316553.1812212,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,CITYBIKE_P,Xe phổ thông,Xe GN 06-26 2.0,Ghi,1559236.0052447552,544.192,848523760.1661538,435.35360000000003,653.0304,678819008.1329231,1018228512.1993846,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,CITYBIKE_P,Xe phổ thông,Xe New 26,Xanh Mint,1561772.0697115385,408.397,637823027.9539832,326.7176,490.0764,510258422.36318654,765387633.5447798,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,1000400050080010,Xe đạp Thống Nhất MTB SPD 27.5 17 Ghi,Unknown,Unknown,Unknown,Ghi,2880828.2786885244,218.273,628807030.8741803,174.6184,261.9276,503045624.6993443,754568437.0490162,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,100029005010000,Xe đạp Thống Nhất CPD 700C Đen,Unknown,Unknown,Unknown,Đen,2698279.3373493976,223.311,602555457.1028314,178.64880000000002,267.9732,482044365.6822651,723066548.5233977,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 20 2024,Đen,1167066.0433070867,471.944,550789816.7425197,377.5552,566.3328,440631853.3940158,660947780.0910237,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000224002002000,Xe đạp Thống Nhất New 24 Trắng,CITYBIKE_P,Xe phổ thông,Xe New 24,Trắng,1468270.37,375.08900000000006,550732064.8129301,300.07120000000003,450.1068000000001,440585651.85034406,660878477.7755162,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000331002001000,Xe đạp Thống Nhất MTB 26-02 đen,Unknown,Unknown,Unknown,Đen,1764167.286245353,306.988,541578186.8698884,245.59040000000002,368.3856,433262549.49591076,649893824.2438662,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,CITYBIKE_P,Xe phổ thông,Xe New 24,Nâu,1499410.415954416,352.14300000000003,528006882.1054359,281.7144,422.57160000000005,422405505.6843487,633608258.5265231,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,1000400050010000,Xe đạp Thống Nhất MTB SPD 27.5 17 Đen,Unknown,Unknown,Unknown,Đen,2824776.7512690355,184.35999999999999,520775841.8639594,147.488,221.23199999999997,416620673.4911675,624931010.2367512,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,CITYBIKE_P,Xe phổ thông,Xe New 24,Xanh Mint,1474291.9835616439,352.297,519388642.9328165,281.8376,422.75640000000004,415510914.34625316,623266371.5193799,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,100029005080000,Xe đạp Thống Nhất CPD 700C Ghi,Unknown,Unknown,Unknown,Ghi,2697937.9573459714,191.906,517750481.642436,153.5248,230.2872,414200385.3139488,621300577.9709232,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",CITYBIKE_P,Xe phổ thông,Xe Nữ,Xanh Ngọc,1533200.100609756,333.77299999999997,511740797.18082005,267.0184,400.52759999999995,409392637.7446561,614088956.616984,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000214004000000,Xe đạp Thống Nhất GN 05-26,CITYBIKE_P,Xe phổ thông,Xe GN 05-26,Unknown,1527429.0389972145,327.448,500153583.9615599,261.9584,392.9376,400122867.16924787,600184300.7538718,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000337002001000,Xe đạp Thống Nhất SK 24 đen,Unknown,Unknown,Unknown,Đen,1608520.7582781457,309.56199999999995,497936902.9740993,247.64959999999996,371.47439999999995,398349522.37927943,597524283.5689191,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000336002001000,Xe đạp Thống Nhất SK 20 đen,Unknown,Unknown,Unknown,Đen,1362767.0405405406,362.648,494204741.717946,290.1184,435.17760000000004,395363793.3743568,593045690.0615352,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,CITYBIKE_P,Xe phổ thông,Xe LD 24-01_2023,Trắng,1619542.55,304.183,492637311.48665,243.34640000000002,365.01959999999997,394109849.18932,591164773.78398,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
2026,5,1000400050020000,Xe đạp Thống Nhất MTB SPD 27.5 17 Trắng,Unknown,Unknown,Unknown,Trắng,2906477.0529100527,167.475,486762244.43611103,133.98,200.97,389409795.5488888,584114693.3233333,1.1,benchmark_ewma_2m_a30,data_driven_benchmark
