product_code,product_name,group_code,group_name,line_name,color,forecast_qty_q2,forecast_revenue_q2,forecast_qty_conservative,forecast_qty_optimistic,avg_unit_price,is_new_sku,missing_master_flag,rank_qty,rank_revenue
124002004000,Xe đạp Thống Nhất Neo 2004 Đỏ tươi,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Neo 2004,Đỏ Tươi,6.518599999999999,7242888.164599999,5.214879999999999,7.8223199999999995,1111111.0,0,False,156,169
124002009000,Xe đạp Thống Nhất Neo 2004 Hồng,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Neo 2004,Hồng,41.2093,45788106.532299995,32.967439999999996,49.45115999999999,1111111.0,0,False,134,142
124002024000,Xe đạp Thống Nhất Neo 2004 Tím,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Neo 2004,Tím,13.362799999999998,14847554.070799999,10.69024,16.035359999999997,1111111.0,0,False,149,157
125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Puppy 20,Trắng,407.2211,525201901.64914125,325.77688,488.66531999999995,1289721.7301587302,0,False,43,57
125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Puppy 20,Hồng,1837.2661999999998,2411820594.951234,1469.81296,2204.71944,1312722.4541284405,0,False,4,9
125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Puppy 20,Xanh,639.8117,830802146.4916799,511.84936000000005,767.77404,1298510.4,0,False,30,38
125002023000,Xe đạp Thống Nhất Puppy 20 Kem,KIDBIKE_1,Xe trẻ em nhóm 1,Xe Puppy 20,Kem,879.2399,1132655931.2463999,703.39192,1055.08788,1288221.7142857143,0,False,18,28
131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 20 2024,Đen,1071.3032,1254225612.7071428,857.0425600000001,1285.56384,1170747.5649350649,0,False,12,23
131002004000,Xe đạp Thống Nhất GN 06 20 Đỏ tươi,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 20,Đỏ Tươi,0.0,0.0,0.0,0.0,1197685.19,0,False,168,185
131002004005,Xe đạp Thống Nhất GN 06 20 2024 Đỏ,KIDBIKE_1,Xe trẻ em nhóm 1,Xe GN 06 20 2024,Đỏ,315.4536,370700211.3507,252.36288000000002,378.54431999999997,1175133.875,0,False,60,75
